name,team,position,jersey_number,height,weight,age,birth_date,college,draft_year,draft_round,draft_pick,years_pro,games_played,games_started,twitter_handle,instagram_handle,twitter_followers,instagram_followers,wikipedia_url,career_highlights,awards,data_source,scraped_at,brand_power,proof,proximity,velocity,risk,total_gravity
Jaylen McCollough,rams,DB,2.0,"6'0""",202,,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.943679,600.0,2500.0,1050.0,2000.0,6350.0,20.5
Nate Landman,rams,LB,53.0,"6'3""",235,,,Colorado,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.942637,600.0,0.0,1050.0,0.0,6050.0,9.7
Dylan McMahon,rams,C,63.0,"6'3""",298,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.943929,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Warren McClendon Jr.,rams,OT,71.0,"6'4""",317,,,Georgia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.943499,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Konata Mumpfield,rams,WR,15.0,"5'11""",185,,,Pittsburgh,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.944561,720.0,0.0,1050.0,0.0,6350.0,10.2
Larrell Murchison,rams,DT,52.0,"6'2""",285,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.944736,600.0,0.0,1050.0,0.0,7550.0,11.2
Bill Norton,rams,DE,97.0,"6'6""",335,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.945617,600.0,0.0,1050.0,0.0,7250.0,10.8
Jamil Muhammad,rams,LB,45.0,"6'1""",260,,,USC,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.944204,600.0,0.0,1050.0,0.0,6050.0,9.7
Puka Nacua,rams,WR,12.0,"6'2""",212,,,BYU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.945011,720.0,0.0,1050.0,0.0,6350.0,10.2
Colby Parkinson,rams,TE,84.0,"6'7""",265,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.945864,600.0,0.0,1160.0,0.0,7250.0,11.1
Josh Pearcy,rams,OLB,59.0,"6'2""",245,,,Rice,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.946470,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Mark Redman,rams,TE,83.0,"6'5""",255,,,Louisville,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.947503,600.0,0.0,1160.0,0.0,7250.0,11.1
Brennan Presley,rams,WR,81.0,"5'8""",170,,,Oklahoma State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.946815,720.0,0.0,1050.0,0.0,5750.0,9.7
David Quessenberry,rams,OT,76.0,"6'5""",310,,,San Jose State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.947124,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Elias Neal,rams,LB,58.0,"6'0""",226,,,Marshall,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.945410,600.0,0.0,1050.0,0.0,6050.0,9.7
Ronnie Rivers,rams,RB,20.0,"5'9""",192,,,Fresno State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.948316,600.0,0.0,1050.0,0.0,4840.0,8.4
Pooh Paul Jr.,rams,LB,54.0,"6'0""",222,,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.946051,600.0,0.0,1050.0,0.0,6050.0,9.7
Cody Schrader,rams,RB,32.0,"5'9""",214,,,Missouri,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.948677,600.0,0.0,1050.0,0.0,4510.0,8.1
Coleman Shelton,rams,C,65.0,"6'5""",285,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.948855,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Troy Reeder,rams,LB,51.0,"6'3""",236,,,Delaware,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.947761,600.0,0.0,1050.0,0.0,6050.0,9.7
Xavier Smith,rams,WR,19.0,"5'9""",174,,,Florida A&M,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.949562,720.0,0.0,1050.0,0.0,6350.0,10.2
Drake Stoops,rams,WR,6.0,"5'10""",189,,,Oklahoma,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.950521,720.0,0.0,1050.0,0.0,6350.0,10.2
Matthew Stafford,rams,QB,9.0,"6'3""",214,,,Georgia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.950026,780.0,0.0,1160.0,0.0,8300.0,12.6
DaJon Terry,rams,DE,98.0,"6'3""",330,,,Oklahoma,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.950823,600.0,0.0,1050.0,0.0,7250.0,10.8
Anthony Torres,rams,TE,46.0,"6'6""",250,,,Toledo,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.951817,600.0,0.0,1160.0,0.0,7550.0,11.4
Nate Valcarcel,rams,SAF,43.0,"6'1""",192,,,Northern Illinois,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.953460,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Omar Speights,rams,LB,48.0,"6'1""",228,,,LSU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.949878,600.0,0.0,1050.0,0.0,6050.0,9.7
Josh Wallace,rams,CB,30.0,"6'0""",190,,,Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.954048,600.0,0.0,1050.0,0.0,4100.0,7.7
Josaiah Stewart,rams,LB,41.0,"6'1""",249,,,Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.950373,600.0,0.0,1050.0,0.0,6050.0,9.7
Jordan Waters,rams,RB,36.0,"6'0""",215,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.954614,600.0,0.0,1050.0,0.0,4510.0,8.1
Kobie Turner,rams,DL,91.0,"6'2""",297,,,Wake Forest,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.952705,600.0,2500.0,1050.0,2000.0,5750.0,19.9
Alex Ward,rams,LS,47.0,"6'4""",240,,,UCF,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.954266,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jordan Whittington,rams,WR,88.0,"6'1""",202,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.955424,720.0,0.0,1050.0,0.0,5750.0,9.7
Darious Williams,rams,DB,24.0,"5'9""",192,,,UAB,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.955637,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jared Verse,rams,LB,8.0,"6'4""",260,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.953749,600.0,0.0,1050.0,0.0,6350.0,10.0
Kyren Williams,rams,RB,23.0,"5'9""",202,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.956388,600.0,0.0,1050.0,0.0,4510.0,8.1
Charles Woods,rams,DB,21.0,"5'11""",185,,,SMU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.957205,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Trey Wedig,rams,OT,72.0,"6'6""",310,,,Indiana,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.955028,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Keir Thomas,rams,LB,96.0,"6'2""",260,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.951164,600.0,0.0,1050.0,0.0,5750.0,9.3
Mario Williams,rams,WR,86.0,"5'9""",178,,,Tulane,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.956804,720.0,0.0,1050.0,0.0,5750.0,9.7
Ahkello Witherspoon,rams,CB,4.0,"6'2""",195,,,Colorado,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.956962,600.0,0.0,1050.0,0.0,4400.0,8.0
Byron Young,rams,LB,,"6'2""",258,,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:02.957795,600.0,0.0,1050.0,0.0,5950.0,9.6
Andrew Armstrong,dolphins,WR,19.0,"6'4""",202,,,Arkansas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.704729,720.0,0.0,1050.0,0.0,6350.0,10.2
BJ Adams,dolphins,CB,45.0,"6'3""",190,,,UCF,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.704465,600.0,0.0,1050.0,0.0,4100.0,7.7
DeVon Achane,dolphins,RB,28.0,"5'9""",188,,,Texas A&M,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.704074,600.0,0.0,1050.0,0.0,4510.0,8.1
Jake Bailey,dolphins,P,16.0,"6'2""",212,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.705314,600.0,2500.0,1050.0,2000.0,6800.0,20.9
Monaray Baldwin,dolphins,WR,48.0,"5'9""",172,,,Baylor,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.705440,720.0,0.0,1050.0,0.0,6050.0,10.0
Eugene Asante,dolphins,LB,51.0,"6'1""",219,,,Auburn,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.704897,600.0,0.0,1050.0,0.0,6050.0,9.7
Zeek Biggers,dolphins,DT,93.0,"6'5""",321,,,Georgia Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.706526,600.0,0.0,1050.0,0.0,7250.0,10.8
Tarik Black,dolphins,WR,86.0,"6'3""",213,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.709320,720.0,0.0,1050.0,0.0,5750.0,9.7
Ethan Bonner,dolphins,CB,27.0,"6'1""",186,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.709590,600.0,0.0,1050.0,0.0,4100.0,7.7
Quinton Bell,dolphins,LB,56.0,"6'4""",255,,,Prairie View A&M,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.705930,600.0,0.0,1050.0,0.0,6050.0,9.7
Larry Borom,dolphins,G,79.0,"6'5""",333,,,Missouri,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.710171,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Aaron Brewer,dolphins,C,55.0,"6'1""",295,,,Texas State-San Marcos,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.710568,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Pharaoh Brown,dolphins,TE,85.0,"6'5""",246,,,Oregon,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.711497,600.0,0.0,1160.0,0.0,7250.0,11.1
Artie Burns,dolphins,CB,23.0,"6'0""",187,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.711879,600.0,0.0,1050.0,0.0,4100.0,7.7
Matthew Butler,dolphins,DT,91.0,"6'3""",290,,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.712429,600.0,0.0,1050.0,0.0,7250.0,10.8
K.J. Britt,dolphins,LB,3.0,"6'0""",235,,,Auburn,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.710883,600.0,0.0,1050.0,0.0,6350.0,10.0
Jordyn Brooks,dolphins,LB,20.0,"6'0""",240,,,Texas Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.711264,600.0,0.0,1050.0,0.0,6350.0,10.0
Elijah Campbell,dolphins,DB,22.0,"5'11""",200,,,Northern Iowa,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.712911,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Joe Cardona,dolphins,LS,67.0,"6'3""",245,,,Navy,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.713308,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Bradley Chubb,dolphins,OLB,2.0,"6'4""",268,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.713854,600.0,2500.0,1050.0,2000.0,6350.0,20.5
Tanner Conner,dolphins,TE,80.0,"6'3""",232,,,Idaho State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.714474,600.0,0.0,1160.0,0.0,7250.0,11.1
Jordan Colbert,dolphins,SAF,34.0,"6'2""",214,,,Rhode Island,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.714236,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jalin Conyers,dolphins,TE,47.0,"6'4""",265,,,Texas Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.714737,600.0,0.0,1160.0,0.0,7550.0,11.4
Braeden Daniels,dolphins,G,66.0,"6'4""",297,,,Utah,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.715500,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jackson Carman,dolphins,OT,76.0,"6'5""",322,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.713615,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Ryan Cooper Jr.,dolphins,DB,35.0,"5'11""",192,,,Oregon State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.715072,600.0,2500.0,1050.0,2000.0,6050.0,20.2
James Daniels,dolphins,G,78.0,"6'4""",327,,,Iowa,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.715870,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Matt Dickerson,dolphins,DE,98.0,"6'5""",292,,,UCLA,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.716278,600.0,0.0,1050.0,0.0,7250.0,10.8
Liam Eichenberg,dolphins,OT,74.0,"6'6""",302,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.717175,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Quinn Ewers,dolphins,QB,14.0,"6'2""",214,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.717960,780.0,0.0,1160.0,0.0,8300.0,12.6
Erik Ezukanma,dolphins,WR,84.0,"6'2""",206,,,Texas Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.718223,720.0,0.0,1050.0,0.0,5750.0,9.7
Minkah Fitzpatrick,dolphins,FS,,"6'1""",207,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.718413,600.0,2500.0,1050.0,2000.0,5950.0,20.1
Dee Eskridge,dolphins,WR,82.0,"5'9""",190,,,Western Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.717553,720.0,0.0,1050.0,0.0,5750.0,9.7
Brett Gabbert,dolphins,QB,16.0,"6'0""",210,,,Miami (Ohio),,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.718727,780.0,0.0,1160.0,0.0,8300.0,12.6
Storm Duck,dolphins,CB,36.0,"6'0""",195,,,Louisville,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.716881,600.0,0.0,1050.0,0.0,4100.0,7.7
Cameron Goode,dolphins,LB,53.0,"6'3""",245,,,California,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.719723,600.0,0.0,1050.0,0.0,6050.0,9.7
Ollie Gordon II,dolphins,RB,31.0,"6'2""",225,,,Oklahoma State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.720033,600.0,0.0,1050.0,0.0,4510.0,8.1
Willie Gay Jr.,dolphins,LB,40.0,"6'1""",243,,,Mississippi State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.719483,600.0,0.0,1050.0,0.0,6050.0,9.7
Tyrel Dodson,dolphins,LB,11.0,"6'0""",237,,,Texas A&M,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.716738,600.0,0.0,1050.0,0.0,6350.0,10.0
Kenneth Grant,dolphins,DT,90.0,"6'3""",331,,,Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.720658,600.0,0.0,1050.0,0.0,7250.0,10.8
A.J. Henning,dolphins,WR,88.0,"5'9""",192,,,Northwestern,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.721140,720.0,0.0,1050.0,0.0,5750.0,9.7
Ashtyn Davis,dolphins,SAF,21.0,"6'1""",202,,,California,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.716144,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Julian Hill,dolphins,TE,89.0,"6'4""",251,,,Campbell University,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.721560,600.0,0.0,1160.0,0.0,7250.0,11.1
Tyreek Hill,dolphins,WR,10.0,"5'10""",191,,,West Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.721930,720.0,0.0,1050.0,0.0,6350.0,10.2
Ryan Hayes,dolphins,OT,77.0,"6'6""",303,,,Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.720902,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Alex Huntley,dolphins,DT,96.0,"6'4""",298,,,South Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.722447,600.0,0.0,1050.0,0.0,7250.0,10.8
Alec Ingold,dolphins,FB,30.0,"6'1""",232,,,Wisconsin,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.722624,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Isaiah Johnson,dolphins,CB,37.0,"6'3""",205,,,Syracuse,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.723660,600.0,0.0,1050.0,0.0,4100.0,7.7
Benito Jones,dolphins,DT,95.0,"6'1""",335,,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.723959,600.0,0.0,1050.0,0.0,7250.0,10.8
Mohamed Kamara,dolphins,LB,50.0,"6'1""",253,,,Colorado State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.724258,600.0,0.0,1050.0,0.0,6050.0,9.7
Dequan Jackson,dolphins,LB,57.0,"6'1""",225,,,Colorado State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.723199,600.0,0.0,1050.0,0.0,6050.0,9.7
Kader Kohou,dolphins,CB,4.0,"5'10""",197,,,East Texas A&M,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.725110,600.0,0.0,1050.0,0.0,4400.0,8.0
Austin Jackson,dolphins,OT,73.0,"6'5""",315,,,USC,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.722917,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jason Maitre,dolphins,CB,43.0,"5'10""",188,,,Wisconsin,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.725756,600.0,0.0,1050.0,0.0,4100.0,7.7
Jason Marshall Jr.,dolphins,CB,33.0,"6'0""",194,,,Florida,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.726042,600.0,0.0,1050.0,0.0,4100.0,7.7
Tedi Kushi,dolphins,OT,63.0,"6'7""",305,,,Western Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.725348,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Alexander Mattison,dolphins,RB,8.0,"5'11""",220,,,Boise State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.726815,600.0,0.0,1050.0,0.0,4840.0,8.4
Patrick McMorris,dolphins,SAF,32.0,"6'0""",206,,,California,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.727385,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Bayron Matos,dolphins,OT,70.0,"6'7""",334,,,University of South Florida,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.726327,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Ifeatu Melifonwu,dolphins,SAF,26.0,"6'3""",210,,,Syracuse,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.727739,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Andrew Meyer,dolphins,OL,60.0,"6'3""",295,,,Texas-El Paso,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.727975,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Derrick McLendon,dolphins,LB,59.0,"6'4""",250,,,Colorado,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.727075,600.0,0.0,1050.0,0.0,6050.0,9.7
Nate Noel,dolphins,RB,38.0,"5'8""",187,,,Missouri,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.728739,600.0,0.0,1050.0,0.0,4510.0,8.1
Patrick Paul,dolphins,OT,52.0,"6'7""",332,,,Houston,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.728947,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jordan Phillips,dolphins,DT,94.0,"6'1""",312,,,Maryland,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.729539,600.0,0.0,1050.0,0.0,7250.0,10.8
Grayson Murphy,dolphins,LB,42.0,"6'2""",260,,,UCLA,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.728538,600.0,0.0,1050.0,0.0,6050.0,9.7
Josh Priebe,dolphins,G,68.0,"6'5""",305,,,Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.729812,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Ethan Robinson,dolphins,CB,46.0,"6'0""",190,,,Minnesota,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.730589,600.0,0.0,1050.0,0.0,4100.0,7.7
Hayden Rucci,dolphins,TE,87.0,"6'5""",247,,,Wisconsin,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.730828,600.0,0.0,1160.0,0.0,7250.0,11.1
Jason Sanders,dolphins,K,7.0,"5'11""",195,,,New Mexico,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.731026,600.0,2500.0,1050.0,2000.0,6800.0,20.9
Jaelan Phillips,dolphins,LB,15.0,"6'5""",263,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.729124,600.0,0.0,1050.0,0.0,6350.0,10.0
Chop Robinson,dolphins,LB,44.0,"6'3""",254,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.730164,600.0,0.0,1050.0,0.0,6050.0,9.7
John Saunders Jr.,dolphins,SAF,35.0,"6'2""",210,,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.731822,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Kendall Sheffield,dolphins,CB,14.0,"5'10""",212,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.732416,600.0,0.0,1050.0,0.0,4400.0,8.0
Ben Stille,dolphins,DE,,"6'4""",296,,,Nebraska,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.733639,600.0,0.0,1050.0,0.0,7450.0,11.1
Cam Smith,dolphins,CB,24.0,"6'1""",186,,,South Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.733019,600.0,0.0,1050.0,0.0,4100.0,7.7
Ryan Stonehouse,dolphins,P,49.0,"5'10""",193,,,Colorado State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.733958,600.0,2500.0,1050.0,2000.0,6500.0,20.6
Zach Sieler,dolphins,DT,92.0,"6'6""",300,,,Ferris State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.732755,600.0,0.0,1050.0,0.0,7250.0,10.8
Tua Tagovailoa,dolphins,QB,1.0,"6'1""",225,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.734335,780.0,0.0,1160.0,0.0,8300.0,12.6
Kion Smith,dolphins,OT,71.0,"6'5""",300,,,Fayetteville State University,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.733506,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jonah Savaiinaea,dolphins,OT,21.0,"6'4""",324,,,Arizona,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.732204,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Dante Trader Jr.,dolphins,SAF,29.0,"5'10""",196,,,Maryland,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.735207,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jaylen Waddle,dolphins,WR,17.0,"5'10""",185,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.735459,720.0,0.0,1050.0,0.0,6350.0,10.2
Darren Waller,dolphins,TE,,"6'6""",238,,,Georgia Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.735637,600.0,0.0,1160.0,0.0,7450.0,11.3
Channing Tindall,dolphins,LB,41.0,"6'2""",236,,,Georgia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.734617,600.0,0.0,1050.0,0.0,6050.0,9.7
Malik Washington,dolphins,WR,6.0,"5'8""",191,,,Virginia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.736093,720.0,0.0,1050.0,0.0,6350.0,10.2
Tahj Washington,dolphins,WR,83.0,"5'10""",175,,,USC,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.736489,720.0,0.0,1050.0,0.0,5750.0,9.7
Theo Wease Jr.,dolphins,WR,81.0,"6'2""",210,,,Missouri,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.736807,720.0,0.0,1050.0,0.0,5750.0,9.7
Addison West,dolphins,G,65.0,"6'3""",305,,,Western Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.737164,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Nick Westbrook-Ikhine,dolphins,WR,18.0,"6'2""",211,,,Indiana,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.737506,720.0,0.0,1050.0,0.0,6350.0,10.2
Zach Wilson,dolphins,QB,,"6'2""",214,,,BYU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.737777,780.0,0.0,1160.0,0.0,7900.0,12.2
Jaylen Wright,dolphins,RB,25.0,"5'11""",210,,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:25.738011,600.0,0.0,1050.0,0.0,4510.0,8.1
Brian Asamoah,vikings,LB,6.0,"6'0""",226,,,Oklahoma,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:49.668616,600.0,0.0,1050.0,0.0,6350.0,10.0
Jordan Addison,vikings,WR,3.0,"5'11""",175,,,USC,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:49.667718,720.0,0.0,1050.0,0.0,6350.0,10.2
Travis Bell,vikings,DT,95.0,"6'0""",310,,,Kennesaw State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:49.670090,600.0,0.0,1050.0,0.0,7250.0,10.8
Jonathan Allen,vikings,DE,93.0,"6'3""",300,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:49.668058,600.0,0.0,1050.0,0.0,7250.0,10.8
Mekhi Blackmon,vikings,DB,5.0,"5'11""",178,,,USC,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:49.670581,600.0,2500.0,1050.0,2000.0,6350.0,20.5
Gavin Bartholomew,vikings,TE,86.0,"6'5""",246,,,Pittsburgh,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:49.668828,600.0,0.0,1160.0,0.0,7250.0,11.1
Silas Bolden,vikings,WR,83.0,"5'8""",160,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:49.670784,720.0,0.0,1050.0,0.0,5750.0,9.7
Tyler Batty,vikings,LB,96.0,"6'5""",271,,,BYU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:12:49.669768,600.0,0.0,1050.0,0.0,5750.0,9.3
